,workerid,rt,statements,weight,pronoun,question,profession,expectedPronoun,correctResponse,response,slide_number_in_experiment,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
280,8,8214,"[u'The receptionist received an invitation to a charity benefit.', u' decided not to go because there was a lot piling up at work.']",9.57,She,Did the receptionist receive an invitation to a charity benefit?,receptionist,She,Yes,"[10401, 618, 2016, 2708, u'Yes']",19,English,1,Female,42,No.,,Yes,No.,3,Windows,1024,1280,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3D3VGR7TA0E179H53K96F4VRKTAR39,8,Approved,Fri May 12 09:45:02 PDT 2017,Fri May 12 09:19:06 PDT 2017,Fri May 12 09:40:02 PDT 2017,Fri May 12 09:45:16 PDT 2017,NA,NA,NA,NA,undefined,5.88661666666667,[]
279,8,12596,"[u'The secretary distributed an urgent memo.', u' made is clear that work would continue as normal.']",9.7,He,Was the memo the secretary distributed urgent?,secretary,She,Yes,"[7612, 476, 1618, 2125, u'Yes']",18,English,1,Female,42,No.,,Yes,No.,3,Windows,1024,1280,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3D3VGR7TA0E179H53K96F4VRKTAR39,8,Approved,Fri May 12 09:45:02 PDT 2017,Fri May 12 09:19:06 PDT 2017,Fri May 12 09:40:02 PDT 2017,Fri May 12 09:45:16 PDT 2017,NA,NA,NA,NA,undefined,5.88661666666667,[]
292,8,8293,"[u'The singer spent hours every week watching television.', u' would watch even more if it were possible.']",6.13,She,Did the singer like watching television?,singer,neutral,Yes,"[5954, 509, 2498, 2627, u'Yes']",31,English,1,Female,42,No.,,Yes,No.,3,Windows,1024,1280,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3D3VGR7TA0E179H53K96F4VRKTAR39,8,Approved,Fri May 12 09:45:02 PDT 2017,Fri May 12 09:19:06 PDT 2017,Fri May 12 09:40:02 PDT 2017,Fri May 12 09:45:16 PDT 2017,NA,NA,NA,NA,undefined,5.88661666666667,[]
275,8,5895,"[u'The student seemed upset and pale.', u' then asked for a glass of water.']",5.6,He,Did the student ask for a glass of water?,student,neutral,Yes,"[7314, 724, 1260, 1256, u'Yes']",14,English,1,Female,42,No.,,Yes,No.,3,Windows,1024,1280,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3D3VGR7TA0E179H53K96F4VRKTAR39,8,Approved,Fri May 12 09:45:02 PDT 2017,Fri May 12 09:19:06 PDT 2017,Fri May 12 09:40:02 PDT 2017,Fri May 12 09:45:16 PDT 2017,NA,NA,NA,NA,undefined,5.88661666666667,[]
291,8,9300,"[u'The swimmer attended a press conference before the latest competition.', u' said that there was every reason to expect a gold medal.']",5.83,He,Was the swimmer at a press conference?,swimmer,neutral,Yes,"[4747, 495, 2851, 3014, u'Yes']",30,English,1,Female,42,No.,,Yes,No.,3,Windows,1024,1280,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3D3VGR7TA0E179H53K96F4VRKTAR39,8,Approved,Fri May 12 09:45:02 PDT 2017,Fri May 12 09:19:06 PDT 2017,Fri May 12 09:40:02 PDT 2017,Fri May 12 09:45:16 PDT 2017,NA,NA,NA,NA,undefined,5.88661666666667,[]
288,8,7826,"[u'The taxi driver took the twenty dollar bill.', u' immediately thought it might be counterfeit.']",2.5,He,Was the taxi driver handed a five dollar bill?,taxi driver,He,No,"[6033, 461, 1633, 1614, u'No']",27,English,1,Female,42,No.,,Yes,No.,3,Windows,1024,1280,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3D3VGR7TA0E179H53K96F4VRKTAR39,8,Approved,Fri May 12 09:45:02 PDT 2017,Fri May 12 09:19:06 PDT 2017,Fri May 12 09:40:02 PDT 2017,Fri May 12 09:45:16 PDT 2017,NA,NA,NA,NA,undefined,5.88661666666667,[]
272,8,8467,"[u'The undertaker went outside to smoke.', u' finished smoking two cigarettes before returning inside.']",1.97,He,Did the undertaker smoke three cigarettes?,undertaker,He,No,"[6281, 765, 1658, 2952, u'No']",11,English,1,Female,42,No.,,Yes,No.,3,Windows,1024,1280,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3D3VGR7TA0E179H53K96F4VRKTAR39,8,Approved,Fri May 12 09:45:02 PDT 2017,Fri May 12 09:19:06 PDT 2017,Fri May 12 09:40:02 PDT 2017,Fri May 12 09:45:16 PDT 2017,NA,NA,NA,NA,undefined,5.88661666666667,[]
350,10,8548,"[u'The art historian gets many invitations to speak at college campuses.', u' only accepts a few in the New England area.']",5.33,She,Does the art historian ever speak outside of the New England area?,art historian,neutral,No,"[3691, 556, 1693, 1746, u'Yes']",23,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
362,10,7094,"[u'The astrologer got a sweepstakes entry in the mail.', u' decided to fill it out and mail it in.']",5.8,He,Did the astrologer receive a package in the mail?,astrologer,neutral,No,"[7738, 489, 2366, 936, u'No']",35,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
348,10,7536,"[u'The baby sitter found out about the practical joke.', u' remained calm for several minutes, but then started to yell at everyone.']",9.33,He,Did the baby sitter react poorly to the practical joke?,baby sitter,She,Yes,"[5109, 704, 1497, 2053, u'Yes']",21,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
355,10,7599,"[u'The bank clerk had worked in that town for over thirty years.', u' knew just about everyone who lived there.']",6.57,He,Did the bank clerk know just about everyone in the town?,bank clerk,neutral,Yes,"[4847, 664, 2279, 2092, u'Yes']",28,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
346,10,6015,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,She,Was the butcher happy?,butcher,He,No,"[5954, 613, 1020, 2194, u'No']",19,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
341,10,5581,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,He,Did the carpenter make eye contact with passersby?,carpenter,He,No,"[3890, 471, 1085, 1369, u'No']",14,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
338,10,6734,"[u'The cheerleader arrived early for the game.', u' was amazed to see how many people were there.']",10.77,She,Did the cheerleader arrive late for the game?,cheerleader,She,No,"[4699, 714, 1369, 1492, u'No']",11,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
359,10,6419,"[u'The cleaner read the instriuctions on the bottle very carefully.', u' then began to mix the cleaning solution.']",9.17,He,Was the cleaner mixing a cleaning solution?,cleaner,She,Yes,"[4008, 462, 2692, 1056, u'Yes']",32,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
353,10,5470,"[u'The dental assistant made several recommendations.', u' stressed the importance of avoiding sugary snacks.']",9.63,He,Did the dental assistant encourage avoiding sugary snacks?,dental assistant,She,Yes,"[4027, 561, 891, 1405, u'Yes']",26,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
344,10,6037,"[u'The electrician examined the light fixing.', u' needed a special attachment to fix it.']",2.2,She,Was the electrician mending a stereo?,electrician,He,No,"[4684, 769, 903, 1547, u'No']",17,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
356,10,5638,"[u'The farmer was worried about the next harvest.', u' was concerned there wouldn&quotechart be enough rain.']",2.27,She,Was the farmer concerned there wouldn&quotechart be enough rain?,farmer,He,Yes,"[4537, 504, 1070, 1899, u'Yes']",29,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
349,10,5952,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,He,Had the football player injured an ankle?,football player,He,Yes,"[5368, 508, 1399, 1546, u'Yes']",22,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
345,10,7943,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,He,Had the fortune teller joined the circus as a teenager?,fortune teller,She,No,"[4521, 533, 1363, 2810, u'No']",18,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
354,10,6800,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,She,Did the housekeeper always show up for work on time?,housekeeper,She,No,"[3962, 729, 1330, 1508, u'No']",27,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
363,10,6354,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,She,Was the interior designer inspecting the garden?,interior designer,neutral,No,"[4368, 561, 1607, 953, u'No']",36,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
352,10,6943,"[u'The interpreter checked the documents carefully for typos.', u' signed them and put them in the outgoing mail.']",6.53,He,Did the interpreter put the documents in the trash?,interpreter,neutral,No,"[4211, 839, 1898, 1455, u'No']",25,English,1,Female,35,no,no,Yes,"could be higher, took me about 5 minutes so  $0.50 would be more fair",3,Linux,864,1536,Chrome,3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 13:52:40 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 13:52:40 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF,3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2,1,Approved,Thu May 18 14:05:27 PDT 2017,Thu May 18 13:53:05 PDT 2017,Thu May 18 14:00:27 PDT 2017,Thu May 18 14:05:55 PDT 2017,NA,NA,NA,NA,undefined,7.31506666666667,[]
